time_s,ecg_mv
0.64,0.15671828724757272
0.642,0.16666781163052272
0.644,0.17634116445678286
0.646,0.18568522909909846
0.648,0.1946495149014998
0.65,0.2031861571793018
0.652,0.2112499172191043
0.654,0.21879818227879172
0.656,0.22579096558753337
0.658,0.23219090634578385
0.66,0.23796326972528145
0.662,0.24307594686905035
0.664,0.2474994548913987
0.666,0.25120693687792023
0.668,0.25417416188549263
0.67,0.25637952494227906
0.672,0.257804047047727
0.674,0.2584313751725691
0.676,0.2582477822588224
0.678,0.2572421672197889
0.68,0.25540605494005575
0.682,0.25273359627549435
0.684,0.24922156805326098
0.686,0.24486937307179715
0.688,0.23967904010082866
0.69,0.23366488033161023
0.692,0.22691620129908469
0.694,0.21952882898941053
0.696,0.21159112412509273
0.698,0.20318738952016113
0.7,0.19439787008017045
0.702,0.18529875280219998
0.704,0.17596231367941761
0.706,0.16645768959120044
0.708,0.15685031400699714
0.71,0.14720156324247805
0.712,0.13756875570483793
0.714,0.12800515189279665
0.716,0.11855995439659907
0.718,0.10927830789801465
0.72,0.10020129917033792
0.722,0.09136595707838807
0.724,0.08280525257850944
0.726,0.07454809871857093
0.728,0.06661935063796647
0.73,0.059039805567614984
0.732,0.05182620282995984
0.734,0.04499122383896987
0.736,0.03854349210013816
0.738,0.03248757321048285
0.74,0.026823974858547327
0.742,0.02154914682439941
0.744,0.016655480979631723
0.746,0.012131311287362322
0.748,0.008001765464990665
0.75,0.00435189584855749
0.752,0.0010918817434801779
0.754,-0.00188198888003073
0.756,-0.004673450242751927
0.758,-0.007386258756447505
0.76,-0.01012419302386897
0.762,-0.012991053838755201
0.764,-0.01609066418583225
0.766,-0.019526869240813725
0.768,-0.023403536370400383
0.77,-0.02782455513228057
0.772,-0.032893837275129685
0.774,-0.03871531673861078
0.776,-0.04539294965337406
0.778,-0.05303071434105705
0.78,-0.061732611314284744
0.782,-0.07160266327666945
0.784,-0.0827449151228107
0.786,-0.09526343393829563
0.788,-0.10926230899969852
0.79,-0.12521250234008846
0.792,-0.14298738711704848
0.794,-0.16083054288637272
0.796,-0.1770917139564567
0.798,-0.1902752775355701
0.8,-0.1990402437318564
0.802,-0.20220025555333287
0.804,-0.19872362231025953
0.806,-0.18773364450362684
0.808,-0.16850846239093517
0.81,-0.1404808355374759
0.812,-0.10323815502086817
0.814,-0.05652244481860518
0.816,-0.00023036180805358943
0.818,0.06558680423354547
0.82,0.1407231306290774
0.822,0.22481806180155417
0.824,0.31735640927411224
0.826,0.4176683516700161
0.828,0.5249341665736968
0.83,0.6362785223059528
0.832,0.7459026458059594
0.834,0.8484967189658515
0.836,0.9395271565407555
0.838,1.0152366061487539
0.84,1.0726439482709114
0.842,1.1095442962512663
0.844,1.1245089962968329
0.846,1.116885627477599
0.848,1.0867980017265273
0.85,1.0351461638395567
0.852,0.9636063914755979
0.854,0.8745809216388564
0.856,0.7720642767999992
0.858,0.6607004096738922
0.86,0.5446703459798361
0.862,0.4276828993218003
0.864,0.312974671188424
0.866,0.20331005095301516
0.868,0.10098121587355094
0.87,0.007808131092677976
0.872,-0.0748614503622875
0.874,-0.1461519875793605
0.876,-0.20566015176188707
0.878,-0.25337582331697484
0.88,-0.2882070560379334
0.882,-0.3110030985839233
0.884,-0.32342960752534644
0.886,-0.3270502939841388
0.888,-0.3233269236337705
0.89,-0.3136193166992458
0.892,-0.2991853479571033
0.894,-0.2811809467354152
0.896,-0.26066009691378855
0.898,-0.23857483692336415
0.9,-0.21577525974681655
0.902,-0.19300951291835564
0.904,-0.1709238012446425
0.906,-0.15006243986723
0.908,-0.13086785072859153
0.91,-0.11368051233590999
0.912,-0.09873895774790231
0.914,-0.08617977457482036
0.916,-0.07602691756920743
0.918,-0.06779674454759298
0.92,-0.06105989246451826
0.922,-0.05557804860203405
0.924,-0.05113124076960542
0.926,-0.047517837304111896
0.928,-0.044554547069847086
0.93,-0.04207641945851903
0.932,-0.039936844389250103
0.934,-0.03800755230857669
0.936,-0.03617861419045
0.938,-0.03435844153623496
0.94,-0.03247378637471133
0.942,-0.0304697412620727
0.944,-0.028309739281927423
0.946,-0.02597555404529783
0.948,-0.023467299690620544
0.95,-0.020803430883746803
0.952,-0.01802074281794181
0.954,-0.015172928900844864
0.956,-0.012223045563523258
0.958,-0.00911942047626265
0.96,-0.005853579471221693
0.962,-0.002417567046475621
0.964,0.0011960536339823621
0.966,0.00499420074024225
0.968,0.00898327377647665
0.97,0.01316915358094084
0.972,0.01755720232597311
0.974,0.022152263517994465
0.976,0.026958661997508446
0.978,0.031980203939101504
0.98,0.03722017685144304
0.982,0.04268134957728491
0.984,0.048365972293461935
0.986,0.05427577651089163
0.988,0.06041197507457417
0.99,0.06677526216359285
0.992,0.07336581329111337
0.994,0.08018328530438423
0.996,0.087226816384737
0.998,0.09449502604758551
1.0,0.10198601514242694
1.002,0.10972230392239254
1.004,0.11772979569314623
1.006,0.12598846498679067
1.008,0.1344779440966499
1.01,0.1431779219836169
1.012,0.15206812653346213
1.014,0.16112831402267355
1.016,0.17033826895419715
1.018,0.17967780405743677
1.02,0.1891267602882541
1.022,0.19866500682896876
1.024,0.20827244108835866
1.026,0.21792898870165922
1.028,0.22761460353056423
1.03,0.23730926766322494
1.032,0.24699299141425113
1.034,0.25664581332471004
1.036,0.2662478001621271
1.038,0.2757790469204855
1.04,0.28521967682022664
1.042,0.29454984130824996
1.044,0.30374972005791223
1.046,0.31279952096902885
1.048,0.3216794801678728
1.05,0.3303698620071751
1.052,0.3388509590661247
1.054,0.3471030921503688
1.056,0.35510661029201174
1.058,0.362841890749617
1.06,0.37028933900820493
1.062,0.3774293887792543
1.064,0.3842425020007019
1.066,0.3907091688369424
1.068,0.39680990767882834
1.07,0.40252526514367
1.072,0.4078358160752361
1.074,0.4127221635437533
1.076,0.4171649388459057
1.078,0.4211448015048353
1.08,0.4246424392701433
1.082,0.42763856811788703
1.084,0.43011393225058303
1.086,0.4320493040972055
1.088,0.43342548431318656
1.09,0.43422330178041624
1.092,0.43441443448674827
1.094,0.4339940025236492
1.096,0.4329810331671193
1.098,0.4313946428867552
1.1,0.4292540215616317
1.102,0.42657843248030025
1.104,0.4233872119261303
1.106,0.4196996786136726
1.108,0.41553502015329896
1.11,0.4109124696542807
1.112,0.40585133363536713
1.114,0.4003709920247839
1.116,0.3944908981602341
1.118,0.3882305787888982
1.12,0.3816096340674328
1.122,0.3746477375619726
1.124,0.36736463624812915
1.126,0.35978015051099044
1.128,0.3519141741451223
1.13,0.34378667435456745
1.132,0.3354176917528452
1.134,0.32682734036295263
1.136,0.31803580761736355
1.138,0.30906335435802873
1.14,0.2999303148363764
1.142,0.29065709671331147
1.144,0.281264181059216
1.146,0.27177212235394965
1.148,0.26220154848684846
1.15,0.25257316075672576
1.152,0.24290773387187212
1.154,0.23322611595005646
1.156,0.22354922851852077
1.158,0.2138980665139883
1.16,0.20429369828265767
1.162,0.19475726558020462
1.164,0.1853099835717823
1.166,0.17597314083202076
1.168,0.16676809934502682
1.17,0.1577162945043852
1.172,0.14883923511315683
1.174,0.1401585033838802
1.176,0.13169575493857064
1.178,0.12347271880872067
1.18,0.11551114789697675
1.182,0.10781276247968628
1.184,0.10036762162585032
1.186,0.09317502783196581
1.188,0.08623404252391077
1.19,0.07954348605694453
1.192,0.07310193771570837
1.194,0.06690773571422458
1.196,0.060958977195897386
1.198,0.055253518233511975
1.2,0.049788973829235195
1.202,0.04456271791461548
1.204,0.03957188335304265
1.206,0.03481343450420434
1.208,0.03028435724736519
1.21,0.025981433817273362
1.212,0.021901121040576284
1.214,0.018039614421185665
1.216,0.014392868392394457
1.218,0.01095659631687719
1.22,0.007726270486689751
1.222,0.004697122123269639
1.224,0.0018641413774357768
1.226,-0.0007779226706115926
1.228,-0.0032345620112905144
1.23,-0.005511509705637779
1.232,-0.007614739885308457
1.234,-0.009550467752576463
1.236,-0.011325149580333918
1.238,-0.012945482712091883
1.24,-0.014418405561979576
1.242,-0.015751097614744927
1.244,-0.016950979425754294
1.246,-0.018025712620992562
1.248,-0.018983199897063416
1.25,-0.019831585021188747
1.252,-0.020579252831209115
1.254,-0.021234829235583542
1.256,-0.02180718121338973
1.258,-0.02230541681432377
1.26,-0.022738885158700352
1.262,-0.023115239954197193
1.264,-0.023429781435175975
1.266,-0.02368431998582237
1.268,-0.023882434797908764
1.27,-0.02402758880379821
1.272,-0.024123128676444002
1.274,-0.024172284829389955
1.276,-0.02417817141677037
1.278,-0.02414378633330974
1.28,-0.024072011214323327
1.282,-0.02396561143571662
1.284,-0.02382723611398549
1.286,-0.023659418106216575
1.288,-0.023464574010086368
1.29,-0.023245004163862312
1.292,-0.023002892646402102
1.294,-0.022740307277153784
1.296,-0.02245919961615604
1.298,-0.022161404964037724
1.3,-0.021848642362018316
1.302,-0.021522514591907602
1.304,-0.02118450817610594
1.306,-0.020835989957521627
1.308,-0.020478190209921702
1.31,-0.020112215479913598
1.312,-0.019739056043152584
1.314,-0.019359585915884346
1.316,-0.01897456285494486
1.318,-0.018584628357760643
1.32,-0.018190307662348613
1.322,-0.017792009747316186
1.324,-0.017390027331861065
1.326,-0.016984536875771446
1.328,-0.01657559857942614
1.33,-0.01616315638379412
1.332,-0.015747037970434846
1.334,-0.01532695476149841
1.336,-0.014902501919725118
1.338,-0.014473158348445748
1.34,-0.014038002463335555
1.342,-0.01359265947981606
1.344,-0.013137426322040801
1.346,-0.01267419758818765
1.348,-0.01220468702938626
1.35,-0.011730427549718075
1.352,-0.011252771206216436
1.354,-0.010772889208866439
1.356,-0.010291771920605177
1.358,-0.009810228857321388
1.36,-0.009328888687855811
1.362,-0.008848199234000913
1.364,-0.008368427470501098
1.366,-0.007889659525052488
1.368,-0.0074118006783031876
1.37,-0.006934575363852991
1.372,-0.00645752716825357
1.374,-0.0059800188310086275
1.376,-0.005501232244573441
1.378,-0.005020168454355173
1.38,-0.004535647658712963
1.382,-0.004046309208957741
1.384,-0.0035506116093522227
1.386,-0.0030468325171109233
1.388,-0.002533068742400268
1.39,-0.0020072362483386664
1.392,-0.0014670701509959692
1.394,-0.000910124719394256
1.396,-0.00033377337550726405
1.398,0.00026479130573933175
1.4,0.0008885575964681031
1.402,0.0015406946158499548
1.404,0.002224552330103517
1.406,0.002943612595758755
1.408,0.003701042628903399
1.41,0.004499904062169841
1.412,0.005343512517909923
1.414,0.006235478481833314
1.416,0.007179602547764815
1.418,0.008179866156577544
1.42,0.009240431596192488
1.422,0.0103622939002341
1.424,0.011525739075713972
1.426,0.012747973297730912
1.428,0.014054161238710654
1.43,0.015468284908708961
1.432,0.017013143655412594
1.434,0.018710354164138406
1.436,0.02058035045783408
1.438,0.02264238389707764
1.44,0.024914523180077655
1.442,0.02741365434267338
1.444,0.030155480758334192
1.446,0.033154523138160565
1.448,0.036424119530882856
1.45,0.039976425322862406
1.452,0.04382241323809085
1.454,0.047971873338190404
1.456,0.05243341302241374
1.458,0.05721445702764413
1.46,0.06232124742839529
1.462,0.06775884363681156
1.464,0.0735311224026677
1.466,0.0796407778133689
1.468,0.08608932129395104
1.47,0.09287708160708052
1.472,0.10000320485305424
1.474,0.10746565446979926
1.476,0.11526121123287361
1.478,0.12338547325546595
1.48,0.13183285598839475
1.482,0.1405965922201097
1.484,0.1497079875124496
1.486,0.15916911101708112
1.488,0.16889192957431856
1.49,0.1787909524185814
1.492,0.18878403297526736
1.494,0.19879236886075305
1.496,0.20874050188239296
1.498,0.21855631803852027
1.5,0.2281710475184466
1.502,0.23751926470246207
1.504,0.24653888816183503
1.506,0.25517121313604807
1.508,0.26336149755180954
1.51,0.2710588980878558
1.512,0.27821593525635424
1.514,0.2847884737604506
1.516,0.290735722494269
1.518,0.29602023454291204
1.52,0.3006079071824608
1.522,0.30446798187997465
1.524,0.30757304429349147
1.526,0.30989902427202765
1.528,0.31142519585557776
1.53,0.31213417727511494
1.532,0.3120119309525907
1.534,0.311047763500935
1.536,0.30923432572405624
1.538,0.3065676126168411
1.54,0.3030469633651548
1.542,0.29867506134584104
1.544,0.29345685409351424
1.546,0.28741495976867326
1.548,0.28062790219680406
1.55,0.2731791827772734
1.552,0.26514925566150116
1.554,0.2566155277529604
1.556,0.2476523587071769
1.558,0.2383310609317298
1.56,0.22871989958625114
1.562,0.21888409258242594
1.564,0.20888581058399244
1.566,0.19878417700674192
1.568,0.18863526801851868
1.57,0.17849211253921987
1.572,0.16840469224079588
1.574,0.15841994154725028
1.576,0.1485817476346393
1.578,0.13893095043107284
1.58,0.12950534261671293
1.582,0.12033966962377568
1.584,0.11146562963652942
1.586,0.10291187359129599
1.588,0.09470400517645007
1.59,0.08686458083241969
1.592,0.07941310975168545
1.594,0.07236605387878149
1.596,0.06573682791029453
1.598,0.05953579929486457
1.6,0.053879737741257226
1.602,0.048940245756805084
1.604,0.04460133600519065
1.606,0.0407431618320973
1.608,0.0372509006755423
1.61,0.034014619343330096
1.612,0.03092971989336732
1.614,0.027896871921372364
1.616,0.024822056462660037
1.618,0.021616635089110627
1.62,0.01819735093248298
1.622,0.014486328684414778
1.624,0.010411074596421828
1.626,0.005904476479898817
1.628,0.0009048037061187052
1.63,-0.004644292793766616
1.632,-0.010793780528726963
1.634,-0.01758924544785362
1.636,-0.0250708919403591
1.638,-0.033273542835577596
1.64,-0.042226639402964485
1.642,-0.0519542413520969
1.644,-0.06247502683267322
1.646,-0.07380229243451315
1.648,-0.08594395318755821
1.65,-0.09890254256187093
1.652,-0.11267521246763564
1.654,-0.12726020102171098
1.656,-0.14238456428630517
1.658,-0.15638212372916163
1.66,-0.1674419291276048
1.662,-0.1739615528409502
1.664,-0.17454708981050485
1.666,-0.1680131575595681
1.668,-0.15338289619342813
1.67,-0.129887968399366
1.672,-0.09696855944665382
1.674,-0.05427337718655486
1.676,-0.001659652052323793
1.678,0.06080686294079362
1.68,0.13285189219556007
1.682,0.213992637532747
1.684,0.30353777819113414
1.686,0.4005874708275114
1.688,0.504033349516676
1.69,0.6126211387672494
1.692,0.7237003846320645
1.694,0.8316764744845098
1.696,0.9313716019229361
1.698,1.0184080185739042
1.7,1.0892080340921848
1.702,1.140994016160757
1.704,1.1717883904908106
1.706,1.1804136415082866
1.708,1.1664924341911067
1.71,1.130447754387814
1.712,1.0735026799635528
1.714,0.9976803468116742
1.716,0.905718086688758
1.718,0.801243586223065
1.72,0.68870773244104
1.722,0.5721685028624719
1.724,0.45521924864875685
1.726,0.3409886946029
1.728,0.23214093916951453
1.73,0.13087545443482107
1.732,0.03892708612664926
1.734,-0.04243394638556439
1.736,-0.11240205009077345
1.738,-0.17063625833632542
1.74,-0.21726023082795812
1.742,-0.2519558953138061
1.744,-0.27416497682460544
1.746,-0.28563999929174044
1.748,-0.28808944371210893
1.75,-0.2831011103181996
1.752,-0.2721421185780931
1.754,-0.2565589071954611
1.756,-0.23757723410956677
1.758,-0.21630217649526456
1.76,-0.19371813076300054
1.762,-0.1706888125588119
1.764,-0.14795725676432747
1.766,-0.12614581749676715
1.768,-0.10575616810894241
1.77,-0.0871693011892562
1.772,-0.07064552856170266
1.774,-0.05632448128586742
1.776,-0.04422510965692718
1.778,-0.03424568320565084
1.78,-0.026163790698398064
1.782,-0.019636340137119398
1.784,-0.014217000565149206
1.786,-0.00961772425485424
1.788,-0.005718058018998034
1.79,-0.002407851426582128
1.792,0.000416005799068234
1.794,0.0028495837803050265
1.796,0.004981912485156315
1.798,0.006894981727326931
1.8,0.008663741166198384
1.802,0.010356100306828698
1.804,0.012032928499952567
1.806,0.013748054933506535
1.808,0.015548190935535614
1.81,0.017472740179117364
1.812,0.019554008664671982
1.814,0.021817285232199096
1.816,0.02428090515435317
1.818,0.026956183927103736
1.82,0.029847396892097148
1.822,0.03295177923665615
1.824,0.036259525993780344
1.826,0.03975379204214573
1.828,0.04341069210610497
1.83,0.04719930075568757
1.832,0.051106890199048884
1.834,0.055194889901063075
1.836,0.05947623253952306
1.838,0.06395797960528386
1.84,0.06864630756149973
1.842,0.07354650784362421
1.844,0.07866298685941023
1.846,0.08399926598890983
1.848,0.08955798158447459
1.85,0.09534088497075525
1.852,0.10134884244470177
1.854,0.10758183527556357
1.856,0.11403895970488917
1.858,0.12071842694652646
1.86,0.12761756318662282
1.862,0.1347328095836244
1.864,0.1420597222682774
1.866,0.1495929723436267
1.868,0.15732634588501668
1.87,0.16525274394009096
1.872,0.17336418252879257
1.874,0.18165179264336356
1.876,0.19010582024834574
1.878,0.19871562628057976
1.88,0.20746968664920593
1.882,0.21635559223566359
1.884,0.22536022414216914
1.886,0.23449935833594454
1.888,0.24376849576341125
1.89,0.2531364786457923
1.892,0.26257281648269304
1.894,0.27204768605210217
1.896,0.28153193141039085
1.898,0.29099706389231333
1.9,0.3004152621110064
1.902,0.3097593719579897
1.904,0.31900290660316594
1.906,0.32812004649482046
1.908,0.3370857284196364
1.91,0.3458760587859546
1.912,0.3544679872449127
1.914,0.36283913091412734
1.916,0.3709677741895989
1.918,0.37883286874571026
1.92,0.38641403353522585
1.922,0.3936915547892962
1.924,0.40064638601745156
1.926,0.40726014800760596
1.928,0.41351512882605646
1.93,0.41939428381748256
1.932,0.4248812356049468
1.934,0.42996027408989446
1.936,0.43461635645215385
1.938,0.43883510714993595
1.94,0.44260281791983425
1.942,0.44590644777682537
1.944,0.44873362301426895
1.946,0.4510726372039069
1.948,0.4529124511958643
1.95,0.4542426931186489
1.952,0.4550536583791513
1.954,0.4553363096626452
1.956,0.45508227693278674
1.958,0.45428385743161487
1.96,0.45293401567955166
1.962,0.45101546083804517
1.964,0.44843844679964306
1.966,0.4452129103133031
1.968,0.44137369589368103
1.97,0.4369549776925352
1.972,0.4319902594987291
1.974,0.4265123747382289
1.976,0.4205534864741051
1.978,0.4141450874065315
1.98,0.4073179998727858
1.982,0.40010237584724995
1.984,0.39252769694140865
1.986,0.3846227744038513
1.988,0.37641574912027054
1.99,0.36793409161346263
1.992,0.359204602043328
1.994,0.3502534102068705
1.996,0.34110597553819777
1.998,0.33178708710852156
2.0,0.3223208636261568
2.002,0.3127307534365213
2.004,0.303039534522141
2.006,0.2932693145026381
2.008,0.2834414821800979
2.01,0.27357629306864306
2.012,0.2636930752981621
2.014,0.2538104833082312
2.016,0.24394647147725682
2.018,0.23411828045073563
2.02,0.22434247707522517
2.022,0.2146349578343785
2.024,0.20501094884896082
2.026,0.19548500587683246
2.028,0.18607101431296608
2.03,0.17678218918942937
2.032,0.16763107517540288
2.034,0.15862954657716158
2.036,0.14978880733809333
2.038,0.14111939103868112
2.04,0.1326311608965196
2.042,0.12433330976629975
2.044,0.11623436013982329
2.046,0.10834216414598907
2.048,0.10066390355080616
2.05,0.09320608975738248
2.052,0.08597456380592969
2.054,0.078974496373768
2.056,0.07221038777531502
2.058,0.0656860679620985
2.06,0.059404696522743855
2.062,0.05336876268298557
2.064,0.047580085305656834
2.066,0.04203981289069996
2.068,0.03674842357515549
2.07,0.03170572513317272
2.072,0.026910854976000275
2.074,0.02236228015199479
2.076,0.01805779734661196
2.078,0.013995783904970993
2.08,0.010175848728825841
2.082,0.006589561846030929
2.084,0.003227866359097821
2.086,8.18816429297908e-05
2.088,-0.0028570966551834907
